"country","disease","recommendation","source_url"
"British Indian Ocean Territory","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/british-indian-ocean-territory"
"British Indian Ocean Territory","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/british-indian-ocean-territory"
"British Indian Ocean Territory","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to the British Indian Ocean Territory. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/british-indian-ocean-territory"
"British Indian Ocean Territory","Hepatitis B","Recommended for unvaccinated travelers of all ages traveling to the British Indian Ocean Territory.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/british-indian-ocean-territory"
"British Indian Ocean Territory","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/british-indian-ocean-territory"
"British Indian Ocean Territory","Rabies","Dogs infected with rabies are not commonly found in the British Indian Ocean Territory. If rabies exposures occur while in the British Indian Ocean Territory, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/british-indian-ocean-territory"
"British Indian Ocean Territory","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/british-indian-ocean-territory"
"British Indian Ocean Territory","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Vaccine is not required. Updated April 23, 2025","https://wwwnc.cdc.gov/travel/destinations/traveler/none/british-indian-ocean-territory"
"Brunei","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/brunei"
"Brunei","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/brunei"
"Brunei","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/brunei"
"Brunei","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/brunei"
"Brunei","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/brunei"
"Brunei","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/brunei"
"Brunei","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/brunei"
"Brunei","Hepatitis A","Consider hepatitis A vaccination for most travelers. It is recommended for travelers who will be doing higher risk activities, such as visiting smaller cities, villages, or rural areas where a traveler might get infected through food or water. It is recommended for travelers who plan on eating street food.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/brunei"
"Brunei","Hepatitis B","Recommended for unvaccinated travelers of all ages traveling to Brunei.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/brunei"
"Brunei","Japanese Encephalitis","Recommended for travelers who Are moving to an area with Japanese encephalitis to live Spend long periods of time, such as a month or more, in areas with Japanese encephalitis Frequently travel to areas with Japanese encephalitis Consider vaccination for travelers Spending less than a month in areas with Japanese encephalitis but will be doing activities that increase risk of infection, such as visiting rural areas, hiking or camping, or staying in places without air conditioning, screens, or bed nets Going to areas with Japanese encephalitis who are uncertain of their activities or how long they will be there Not recommended for travelers planning short-term travel to urban areas or travel to areas with no clear Japanese encephalitis season.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/brunei"
"Brunei","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/brunei"
"Brunei","Rabies","Dogs infected with rabies are not commonly found in Brunei. If rabies exposures occur while in Brunei, rabies vaccines are typically available throughout most of the country. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/brunei"
"Brunei","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/brunei"
"Brunei","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers ≥9 months old; this includes >12-hour airport transits or layovers in countries with risk for YF virus transmission.3 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/brunei"
"Bulgaria","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/bulgaria"
"Bulgaria","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/bulgaria"
"Bulgaria","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/bulgaria"
"Bulgaria","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/bulgaria"
"Bulgaria","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/bulgaria"
"Bulgaria","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/bulgaria"
"Bulgaria","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/bulgaria"
"Bulgaria","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Bulgaria. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/bulgaria"
"Bulgaria","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Bulgaria. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Bulgaria.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/bulgaria"
"Bulgaria","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/bulgaria"
"Bulgaria","Rabies","Dogs infected with rabies are not commonly found in Bulgaria. If rabies exposures occur while in Bulgaria, rabies vaccines are typically available throughout most of the country. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/bulgaria"
"Bulgaria","Tick-borne Encephalitis","For travelers moving or traveling to TBE-endemic areas TBE vaccine is recommended for persons who will have extensive exposure to ticks based on their planned outdoor activities and itinerary. TBE vaccine may be considered for persons who might engage in outdoor activities in areas ticks are likely to be found.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/bulgaria"
"Bulgaria","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Vaccine is not required. Updated April 23, 2025","https://wwwnc.cdc.gov/travel/destinations/traveler/none/bulgaria"
"Burkina Faso","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burkina Faso","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burkina Faso","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burkina Faso","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burkina Faso","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burkina Faso","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burkina Faso","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burkina Faso","Chikungunya","All travelers should take steps to prevent mosquito bites. Chikungunya vaccination is generally not recommended. Travelers who wish to consider vaccination can visit “What to consider before traveling” on the chikungunya vaccines page to learn more.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burkina Faso","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Burkina Faso. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burkina Faso","Hepatitis B","Recommended for unvaccinated travelers of all ages traveling to Burkina Faso.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burkina Faso","Malaria","CDC recommends that travelers going to Burkina Faso take prescription medicine to prevent malaria. Depending on the medicine you take, you will need to start taking this medicine multiple days before your trip, as well as during and after your trip. Talk to your doctor about which malaria medication you should take. Transmission areas All Drug resistance1 Chloroquine Species P. falciparum (primarily) P. malariae, P. ovale, and P. vivax (less commonly) Recommended chemoprophylaxis Atovaquone-proguanil, doxycycline, mefloquine, tafenoquine2 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burkina Faso","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burkina Faso","Meningococcal disease","Recommended for travelers 2 months old or older traveling to areas of Burkina Faso that are part of the meningitis belt during the dry season (roughly December to June).","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burkina Faso","Polio","In Burkina Faso, poliovirus has been identified in the past year. Travelers to Burkina Faso are at increased risk of exposure to poliovirus. Vaccine recommendations: Adults traveling to Burkina Faso who received a complete polio vaccination series as children may receive a single lifetime booster dose of inactivated polio vaccine; travelers who are unvaccinated or not fully vaccinated should receive a complete polio vaccination series before travel. Children who are not fully vaccinated will be considered for an accelerated vaccination schedule.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burkina Faso","Rabies","Dogs infected with rabies are commonly found in Burkina Faso. If rabies exposures occur while in Burkina Faso, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burkina Faso","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burkina Faso","Yellow Fever","CDC recommendations: Vaccine is recommended for all travelers ≥9 months old. Country entry requirements: Vaccine is required for all arriving travelers ≥9 months old Updated April 23, 2025","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burkina-faso"
"Burma","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burma","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burma","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burma","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burma","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burma","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burma","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burma","Chikungunya","All travelers should take steps to prevent mosquito bites. Chikungunya vaccination is generally not recommended. Travelers who wish to consider vaccination can visit “What to consider before traveling” on the chikungunya vaccines page to learn more.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burma","Cholera","Active cholera transmission is widespread in Burma. Cholera is rare in travelers. Certain factors may increase the risk of getting cholera or having severe disease (more information). Avoiding unsafe food and water and washing your hands can also help prevent cholera. Vaccination may be considered for children and adults who are traveling to areas of active cholera transmission.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burma","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Burma. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burma","Hepatitis B","Recommended for unvaccinated travelers of all ages traveling to Burma.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burma","Japanese Encephalitis","Recommended for travelers who Are moving to an area with Japanese encephalitis to live Spend long periods of time, such as a month or more, in areas with Japanese encephalitis Frequently travel to areas with Japanese encephalitis Consider vaccination for travelers Spending less than a month in areas with Japanese encephalitis but will be doing activities that increase risk of infection, such as visiting rural areas, hiking or camping, or staying in places without air conditioning, screens, or bed nets Going to areas with Japanese encephalitis who are uncertain of their activities or how long they will be there Not recommended for travelers planning short-term travel to urban areas or travel to areas with no clear Japanese encephalitis season.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burma","Malaria","CDC recommends that travelers going to certain areas of Burma take prescription medicine to prevent malaria. Depending on the medicine you take, you will need to start taking this medicine multiple days before your trip, as well as during and after your trip. Talk to your doctor about which malaria medication you should take. Transmission areas All areas Drug resistance1 Chloroquine and mefloquine Species P. vivax (80%) P. falciparum (20%) P. knowlesi,6 P. malariae, and P. ovale (rare) Recommended chemoprophylaxis Areas in the regions of Bago and Tanintharyi; and in the states of Kachin, Kayah, Kayin, and Shan: Atovaquone-proguanil, doxycycline, tafenoquine2 All other areas: Atovaquone-proguanil, doxycycline, mefloquine, tafenoquine2 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burma","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burma","Rabies","Dogs infected with rabies are commonly found in Burma. If rabies exposures occur while in Burma, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burma","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burma","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers ≥1 year old; this includes >12-hour airport transits or layovers in countries with risk for YF virus transmission.3 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burma"
"Burundi","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burundi"
"Burundi","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burundi"
"Burundi","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burundi"
"Burundi","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burundi"
"Burundi","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burundi"
"Burundi","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burundi"
"Burundi","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burundi"
"Burundi","Cholera","Areas of active cholera transmission are localized to the divisions of Bujumbura (last case reported 3-6 months ago) and Burunga (last case reported 3-6 months ago) in Burundi. Cholera is rare in travelers. Certain factors may increase the risk of getting cholera or having severe disease (more information). Avoiding unsafe food and water and washing your hands can also help prevent cholera. Vaccination may be considered for children and adults who are traveling to areas of active cholera transmission.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burundi"
"Burundi","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Burundi. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burundi"
"Burundi","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Burundi. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Burundi.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burundi"
"Burundi","Malaria","CDC recommends that travelers going to Burundi take prescription medicine to prevent malaria. Depending on the medicine you take, you will need to start taking this medicine multiple days before your trip, as well as during and after your trip. Talk to your doctor about which malaria medication you should take. Transmission areas All Drug resistance1 Chloroquine Species P. falciparum (primarily) P. malariae, P. ovale, and P. vivax (less commonly) Recommended chemoprophylaxis Atovaquone-proguanil, doxycycline, mefloquine, tafenoquine2 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burundi"
"Burundi","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burundi"
"Burundi","Monkeypox","Monkeypox vaccination is recommended for people who anticipate any of the following activities during travel to countries with ongoing person-to-person transmission of clade I monkeypox: Sex with a new partner Sex at a commercial sex venue (e.g., sex club or bathhouse) Sex or intimate contact (e.g. massage) in exchange for money, goods, drugs, or other trade Sex in association with a large public event (e.g., rave, party, or festival) Get your first monkeypox vaccine at least 6 weeks before traveling if possible. After completing your first and second vaccine doses, which are given 4 weeks apart, it takes about 2 more weeks to get the best protection against monkeypox. Whether or not you've been vaccinated, continue to reduce your risk of getting monkeypox.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burundi"
"Burundi","Rabies","Dogs infected with rabies are commonly found in Burundi. If rabies exposures occur while in Burundi, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burundi"
"Burundi","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burundi"
"Burundi","Yellow Fever","CDC recommendations: Vaccine is recommended for all travelers ≥9 months old. Country entry requirements: Vaccine is required for all arriving travelers ≥9 months old Updated April 23, 2025","https://wwwnc.cdc.gov/travel/destinations/traveler/none/burundi"
"Turks and Caicos","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/turks-and-caicos"
"Turks and Caicos","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/turks-and-caicos"
"Turks and Caicos","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/turks-and-caicos"
"Turks and Caicos","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/turks-and-caicos"
"Turks and Caicos","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/turks-and-caicos"
"Turks and Caicos","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/turks-and-caicos"
"Turks and Caicos","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/turks-and-caicos"
"Turks and Caicos","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to the Turks and Caicos Islands. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/turks-and-caicos"
"Turks and Caicos","Hepatitis B","Recommended for unvaccinated travelers of all ages traveling to the Turks and Caicos Islands.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/turks-and-caicos"
"Turks and Caicos","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/turks-and-caicos"
"Turks and Caicos","Rabies","Dogs infected with rabies are not commonly found in the Turks and Caicos Islands. If rabies exposures occur while in the Turks and Caicos Islands, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/turks-and-caicos"
"Turks and Caicos","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/turks-and-caicos"
"Turks and Caicos","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Vaccine is not required. Updated April 23, 2025","https://wwwnc.cdc.gov/travel/destinations/traveler/none/turks-and-caicos"
"Cambodia","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cambodia"
"Cambodia","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cambodia"
"Cambodia","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cambodia"
"Cambodia","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cambodia"
"Cambodia","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cambodia"
"Cambodia","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cambodia"
"Cambodia","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cambodia"
"Cambodia","Chikungunya","All travelers should take steps to prevent mosquito bites. Chikungunya vaccination is generally not recommended. Travelers who wish to consider vaccination can visit “What to consider before traveling” on the chikungunya vaccines page to learn more.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cambodia"
"Cambodia","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Cambodia. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cambodia"
"Cambodia","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Cambodia. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Cambodia.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cambodia"
